10k,name,division,25k,gender,age,official,bib,genderdiv,ctz,35k,overall,pace,state,30k,5k,half,20k,country,city,40k
45.57,"Beidleman, Eric",3927,122.55,M,38,234.08,6018,10445,,185.70,16428,8.93,NH,153.68,22.77,100.52,95.05,USA,Portsmouth,219.72
47.20,"Horvath, Daniel",2177,114.98,M,39,187.10,6019,3297,,157.65,3560,7.15,NY,136.33,23.68,97.88,92.90,USA,Brooklyn,178.28
42.52,"Metzger, Steve H.",1750,105.17,M,37,181.85,6020,2504,,149.05,2657,6.95,ON,126.88,21.65,88.85,84.25,CAN,Toronto,171.20
41.82,"Robie, Tammie",1182,108.08,F,39,205.78,6021,1523,,162.67,8017,7.85,NH,134.20,20.95,90.25,85.23,USA,Milford,193.90
46.38,"Gomariz, Javier A.",1474,116.77,M,40,214.45,6022,7910,,171.92,10665,8.18,,143.13,23.13,97.70,92.55,ESP,Elche,201.33
44.72,"Varsoke, Jason J.",1414,115.82,M,40,211.82,6023,7511,,170.88,9872,8.08,VA,143.57,22.37,96.35,91.07,USA,Charlottesville,199.87
43.20,"Peiffer, Craig D",2730,108.67,M,39,195.38,6024,4745,,156.77,5366,7.47,PA,131.68,21.62,91.48,86.77,USA,Reading,183.38
44.28,"Kouvalis, Dimitris",681,110.68,M,40,189.78,6026,3743,,156.28,4093,7.25,,133.38,22.08,93.23,88.37,GRE,Athens,179.07
42.22,"Beck, Hugh C",2141,105.68,M,39,186.50,6029,3212,,150.57,3467,7.12,CO,127.62,21.10,88.92,84.23,USA,Littleton,175.05
42.62,"Salo, Jorgen R",326,106.47,M,48,186.98,6030,3279,,150.97,3540,7.13,CO,128.50,21.48,89.72,85.15,USA,La Junta,175.12
53.45,"Meunier, Kevin",1933,137.78,M,43,248.42,6031,11869,,202.83,19729,9.48,WI,170.83,26.47,114.03,108.17,USA,New Berlin,234.93
42.40,"Brown, Morgan S.",1785,104.38,M,29,182.13,6032,2554,,147.75,2711,6.95,MA,125.32,21.40,88.38,83.88,USA,Cambridge,171.28
42.48,"Crevasse, Brian T.",1442,105.37,M,35,178.82,6033,1980,,147.92,2096,6.83,FL,126.53,21.35,89.18,84.63,USA,St Augustine,169.27
67.97,"Jones, Andrew",5689,192.02,M,34,341.82,6035,16806,,281.32,30217,13.05,UT,237.78,32.13,156.37,147.55,USA,Salt Lake City,324.78
43.28,"Sheikh, Rex A.",3009,109.32,M,22,201.42,6036,5746,,157.25,6805,7.68,NY,132.85,22.00,91.60,86.80,USA,West Point,187.52
43.93,"Cooper, Elizabeth A",425,111.92,F,25,193.77,6037,525,,159.92,4988,7.40,OK,135.68,21.93,94.12,89.15,USA,Oklahoma City,183.65
43.18,"Nickerson, Kellie",431,109.73,F,28,193.90,6038,531,,158.75,5023,7.40,NM,134.05,21.65,91.62,86.80,USA,Albuquerque,183.02
43.77,"Held, Jeffrey R",1691,109.38,M,40,228.00,6039,9725,,155.93,14749,8.70,OH,131.58,21.93,92.15,87.43,USA,Columbus,203.05
46.53,"Kalinsky, Robert A",1245,115.62,M,40,205.35,6040,6429,,165.32,7900,7.83,MN,139.63,23.38,97.53,92.48,USA,Minneapolis,192.68
45.30,"Nelson, Jesse",3160,113.38,M,36,204.98,6041,6374,,161.62,7807,7.83,MN,136.95,22.72,95.45,90.50,USA,Minneapolis,191.75
40.98,"Cummings, Clint",825,99.92,M,39,171.60,6042,1043,,140.98,1099,6.55,NS,120.03,20.93,84.58,80.33,CAN,Halifax,162.05
45.73,"Shaikh, Hafiz",3484,117.40,M,35,214.03,6043,7854,,171.95,10550,8.17,MD,143.82,22.77,98.10,92.98,USA,Columbia,200.78
43.63,"Conway, Patrick M.",1283,113.47,M,41,206.80,6044,6659,,167.02,8304,7.90,DC,139.33,21.75,94.42,89.28,USA,Washington,194.98
43.12,"Meza, Ricardo",1279,108.62,M,41,206.72,6045,6643,,163.10,8279,7.90,CA,133.83,21.58,91.13,86.38,USA,San Jose,194.15
43.67,"Bird, Justin",2527,109.02,M,39,192.23,6046,4153,,156.62,4600,7.33,UT,132.32,21.90,91.50,86.80,USA,Hyde Park,181.42
42.58,"Chinnock, Adam J.",2942,109.65,M,35,199.67,6047,5483,,161.05,6381,7.62,,134.32,21.23,91.47,86.62,AUS,Wembley,188.05
42.70,"Chambers, Edwin R",2231,106.52,M,35,187.73,6048,3419,,152.98,3698,7.17,GA,129.12,21.53,89.78,85.13,USA,Jefferson,177.17
43.60,"Hyde, Barrett",3653,110.83,M,32,220.62,6049,8820,,170.00,12602,8.42,NY,139.43,21.97,91.67,86.93,USA,New York,206.15
40.43,"Merrill, Michael B.",1391,99.47,M,35,178.28,6050,1888,,143.60,1996,6.80,MA,120.08,20.58,84.18,79.95,USA,Centerville,168.02
38.77,"Holzer, Ralf",89,98.93,M,46,175.03,6052,1414,GBR,142.62,1498,6.68,OH,120.45,19.22,82.83,78.47,USA,New Albany,164.87
41.85,"Odle, Kevin",231,105.15,M,46,182.62,6053,2644,,149.15,2804,6.97,IL,127.08,20.92,88.55,83.88,USA,Winnetka,171.95
43.40,"Barnhisel, Greg",557,108.17,M,44,187.13,6055,3309,,153.30,3572,7.15,PA,130.58,21.62,91.18,86.50,USA,Pittsburgh,176.32
42.42,"Donlan, Anna",567,110.08,F,33,196.93,6056,704,,160.03,5678,7.52,NC,134.20,21.35,91.37,86.47,USA,Waxhaw,185.63
43.45,"Cooper, Andrew D",1036,109.08,M,41,198.55,6057,5251,,157.97,6064,7.58,UT,132.18,21.60,91.80,87.20,USA,Salt Lake City,186.30
45.08,"Koltak, Joe",3004,113.05,M,37,201.33,6058,5731,,162.07,6779,7.68,OH,136.78,22.58,95.18,90.22,USA,Hilliard,188.18
44.70,"Lesueur, Tyler",2740,111.90,M,37,195.50,6059,4761,,159.72,5387,7.47,AZ,135.38,22.37,94.33,89.42,USA,Gilbert,183.87
42.70,"O'Keefe, David D.",835,108.90,M,47,199.83,6060,5513,,160.08,6426,7.63,MA,133.82,21.40,90.72,85.92,USA,Wenham,187.85
41.13,"Obrien, Ritanne",83,103.30,F,35,176.83,6061,97,,145.80,1744,6.75,PA,124.27,20.58,87.25,82.82,USA,Philadelphia,167.08
43.22,"Huggler, Ashley W.",317,109.00,F,28,191.00,6062,385,,156.12,4329,7.30,MI,132.13,21.63,91.72,86.87,USA,Ada,180.50
42.85,"Stauffer, Zachary J",2065,107.27,M,35,185.37,6063,3058,,151.83,3282,7.08,CA,129.23,21.60,90.27,85.62,USA,Berkeley,175.32
43.17,"Pardo, Federico",1330,106.22,M,39,177.67,6064,1791,,148.68,1892,6.78,,127.35,21.87,89.83,85.22,COL,Bogota,169.08
40.03,"Tardif, Vincent",2425,101.88,M,35,190.70,6065,3909,,150.72,4287,7.28,QC,125.03,20.07,85.45,80.97,CAN,Contrecoeur,178.17
44.97,"Lysenko, Dmitry",3460,116.85,M,38,213.22,6066,7721,AUS,171.87,10292,8.13,NJ,143.65,21.68,97.60,92.55,USA,Jersey City,201.40
42.45,"Kimberley, Glenn",2955,107.62,M,37,200.00,6067,5541,,158.17,6475,7.63,ON,131.63,21.38,90.33,85.62,CAN,Mississauga,187.97
41.88,"Welch, Brian J.",1506,104.92,M,29,179.27,6068,2087,,148.55,2207,6.85,DE,126.77,21.07,88.45,83.88,USA,Claymont,169.85
48.17,"Ulitsky, Olga",1350,124.78,F,35,207.60,6070,1760,,173.92,8553,7.93,FL,149.50,24.12,103.48,97.80,USA,Sarasota,197.67
40.92,"Dillon, Erin D",61,102.07,F,29,173.95,6071,74,,144.22,1348,6.65,NC,123.03,20.55,86.00,81.62,USA,Raleigh,164.98
42.62,"Piras, Sabina",112,106.48,F,24,180.43,6072,134,,149.87,2441,6.88,CA,128.18,21.42,89.90,85.27,USA,San Diego,171.40
46.97,"Rose, Kevin R",3184,114.83,M,38,205.72,6073,6485,,164.53,7996,7.85,ON,138.73,24.22,97.13,92.13,CAN,Toronto,192.17
44.22,"Moore, Roheem A",1769,109.28,M,35,182.00,6074,2533,,152.50,2687,6.95,CA,131.27,22.22,92.28,87.58,USA,Suisun City,173.17
44.28,"Whitford, Rick W",3181,113.73,M,39,205.68,6075,6478,,168.18,7987,7.85,ON,138.72,22.22,95.05,90.02,CAN,Ottawa,193.95
42.32,"Raaen, Oyvind",2051,106.12,M,36,185.15,6076,3028,,152.20,3245,7.07,,128.68,21.33,89.43,84.75,NOR,Nordkisa,175.25
42.62,"Bartus, Cynthia",160,106.77,F,35,183.87,6077,188,,151.48,3011,7.02,PA,128.97,21.40,90.03,85.43,USA,Bethlehem,174.17
43.10,"Rodriguez, Laura T.",407,110.37,F,34,193.25,6079,498,,158.10,4866,7.38,NY,134.17,21.50,92.40,87.55,USA,Bronx,181.98
44.42,"Mitchell, Raymond",504,111.98,M,49,192.47,6080,4214,,158.83,4673,7.35,MN,135.15,22.20,94.40,89.50,USA,North Branch,182.20
44.62,"Medina, Moises",657,110.88,M,44,189.25,6081,3654,,156.93,3984,7.23,CA,133.67,22.38,93.55,88.77,USA,Palmdale,179.50
42.65,"Moore, Ignacio",445,104.48,M,43,183.68,6082,2789,,147.98,2973,7.02,VA,125.68,21.25,88.38,83.85,USA,Blacksburg,173.22
43.57,"Otten, Joseph",970,108.77,M,42,196.67,6083,4929,,155.47,5623,7.52,MN,131.77,21.92,91.50,86.73,USA,Big Lake,186.20
42.73,"Lundy, Jane C",12,109.22,F,54,192.80,6084,477,,157.38,4760,7.37,NY,132.85,21.28,91.47,86.55,USA,Yonkers,181.73
49.12,"Comment, Kristen",2226,126.57,F,39,216.82,6085,3131,,180.15,11398,8.28,MO,153.45,24.30,106.13,100.60,USA,Kansas City,205.73
42.27,"Levy, Frank N.",108,106.30,M,46,176.97,6087,1667,,148.02,1765,6.75,IA,127.35,21.08,89.67,85.05,USA,Des Moines,168.05
42.67,"Baker, Brian F.",187,106.50,M,45,180.35,6088,2293,,150.12,2426,6.88,ID,128.35,21.30,90.23,85.63,USA,Boise,171.00
42.90,"Brown, Darren",851,109.15,M,40,193.35,6089,4386,,157.72,4892,7.38,CA,133.08,21.42,91.63,86.82,USA,Carlsbad,182.25
42.67,"Tracy, Jay D.",442,107.13,M,42,183.53,6090,2767,,151.18,2949,7.02,NY,129.10,21.27,90.47,85.78,USA,Clay,173.60
43.02,"Perren, Todd",1459,105.92,M,38,178.92,6091,2004,,149.10,2121,6.83,OH,127.45,21.92,89.60,85.10,USA,Austintown,170.05
42.87,"Fiegener, Mark",43,107.68,M,59,186.60,6094,3225,,153.08,3481,7.12,VA,129.93,21.55,90.62,85.90,USA,Arlington,176.38
42.37,"Lane, Ben R.",277,104.88,M,41,178.07,6095,1850,,147.63,1956,6.80,WA,126.12,21.45,88.63,84.10,USA,Woodinville,168.75
48.42,"Newton, Glenn",1681,124.92,M,42,227.28,6096,9635,,184.55,14547,8.68,PA,153.88,23.72,104.55,98.97,USA,Mechanicsburg,214.95
45.60,"Hurlbut, Brian",3736,118.95,M,37,224.72,6097,9345,,179.45,13821,8.58,IL,149.00,22.28,99.00,93.78,USA,Naperville,210.05
48.25,"Vinue, Josep M.",236,120.97,M,55,206.77,6098,6653,,173.03,8297,7.90,,147.02,24.63,101.83,96.45,ESP,Barcelona,196.37
49.67,"Smith, Anthony T.",1798,127.83,M,40,236.08,6099,10693,,190.87,17033,9.02,IL,158.43,24.42,106.75,101.32,USA,Chicago,222.57
40.85,"Moeller, Thomas",1662,103.13,M,43,225.48,6100,9445,,147.80,14050,8.62,,125.18,20.45,86.68,82.15,DEN,Klampenborg,212.25
41.65,"Helie, Jean-Yves",520,105.43,M,43,186.00,6103,3143,,151.15,3387,7.10,QC,127.87,20.80,88.70,84.08,CAN,Trois-Rivieres,174.67
42.57,"Petersson, Jonas",886,107.88,M,42,194.12,6104,4525,,156.12,5063,7.42,,131.47,21.50,90.25,85.47,SWE,Uppsala,182.12
42.17,"Nickell, Jeffrey T.",1702,105.58,M,38,181.15,6105,2410,,149.23,2551,6.92,CT,127.18,21.03,89.18,84.55,USA,Fairfield,171.35
49.97,"Myers, Ryan A.",3634,124.05,M,37,219.43,6108,8657,,179.18,12257,8.38,PA,150.25,25.42,104.45,99.02,USA,York,207.45
42.40,"Young, Trevor J.",2815,106.18,M,26,197.38,6109,5042,,158.67,5770,7.53,MI,130.23,21.30,89.47,84.85,USA,West Bloomfield,185.60
46.42,"Collins, Brendan M.",2852,111.05,M,27,198.12,6110,5170,,160.00,5954,7.57,MA,134.23,24.90,93.58,88.92,USA,Somerville,186.18
41.63,"Marino, Robert J.",17,103.08,M,56,177.73,6111,1800,,146.32,1902,6.78,MD,124.35,21.20,87.17,82.70,USA,Hanover,167.93
43.03,"Keilty, Tim A",185,106.75,M,46,180.27,6112,2282,,149.73,2415,6.88,NB,128.32,21.67,90.18,85.60,CAN,Fredericton,171.12
43.53,"Strother, John M",581,109.20,M,40,187.70,6113,3412,,154.85,3691,7.17,OR,131.93,21.82,92.08,87.28,USA,Salem,177.75
44.63,"Bitsko, Jim",419,112.05,M,53,198.32,6115,5208,,160.40,6005,7.57,GA,135.75,22.55,94.38,89.33,USA,Atlanta,185.87
42.87,"Mann, Jim",247,107.85,M,46,183.45,6116,2755,,152.33,2932,7.00,OH,130.03,21.47,90.87,86.18,USA,Concord Township,174.10
42.90,"Beard, Ryan C.",1435,110.90,M,47,213.55,6117,7773,,162.37,10384,8.15,UT,135.43,21.32,92.35,87.38,USA,Bountiful,200.33
43.05,"Frye, Robert E",2666,110.03,M,37,194.32,6118,4564,,158.27,5115,7.42,TN,133.35,21.50,92.17,87.28,USA,Nashville,182.22
43.08,"Vincent, Andrew",1958,107.72,M,39,184.15,6119,2875,,151.70,3068,7.03,ON,129.45,21.83,90.97,86.25,CAN,Ottawa,174.48
43.43,"Goetz, Joshua T.",2959,110.80,M,21,200.07,6120,5548,,161.93,6486,7.63,MD,136.00,21.68,92.20,87.47,USA,Annapolis,188.82
44.17,"Pongracz-Bartha, Korina",735,115.68,F,29,199.97,6121,932,,166.02,6464,7.63,OR,140.72,21.62,96.85,91.73,USA,Portland,189.77
43.28,"Waterman, Mike",864,109.00,M,44,193.65,6122,4439,,156.68,4955,7.40,MI,132.32,21.90,91.52,86.77,USA,Marcellus,181.95
44.35,"Cox, Chaun C",727,111.28,M,40,190.77,6123,3920,,157.48,4298,7.28,MN,134.23,22.25,93.98,89.30,USA,North Mankato,180.83
44.22,"Kang, Jonathan",2736,111.15,M,37,195.45,6124,4755,,158.40,5377,7.47,,134.42,21.98,93.67,88.78,SIN,Singapore,183.22
48.28,"Celli, Sean P.",1270,120.08,M,45,209.03,6126,7054,CAN,170.90,9006,7.98,WA,145.33,24.45,101.25,96.18,USA,Black Diamond,196.73
42.15,"Mckeon, James E",554,106.28,M,51,203.17,6127,6058,,164.02,7286,7.75,VA,130.15,21.07,89.18,84.55,USA,Richmond,191.75
42.70,"Valenzuela, Jorge",2897,108.37,M,37,198.83,6128,5315,,159.32,6150,7.60,IL,132.93,21.30,90.83,86.08,USA,Bensenville,187.25
46.78,"Karnazes, Dean N.",654,118.73,M,51,205.80,6129,6498,,171.43,8024,7.85,CA,144.92,22.73,99.63,94.48,USA,Kentfield,195.57
43.18,"Cook, David",1380,113.08,M,48,212.08,6130,7565,,174.67,9963,8.10,CO,142.03,21.65,92.73,87.88,USA,Denver,201.77
44.57,"Madeo, Bill",481,111.85,M,47,191.93,6131,4106,,157.93,4538,7.33,IL,134.53,22.08,94.32,89.45,USA,Chicago,181.65
44.17,"Krakovsky, Michael",1775,112.43,M,44,233.93,6132,10435,,167.35,16395,8.93,CA,137.52,21.78,94.02,89.13,USA,Los Angeles,218.93
43.50,"Shooter, Lee J.",1537,110.03,M,40,217.80,6133,8417,,167.68,11724,8.32,ON,137.37,21.63,91.52,86.62,CAN,Cobourg,203.97
43.23,"Cordoba, Manuel Sr.",2664,111.50,M,38,194.30,6134,4561,,158.73,5112,7.42,,134.88,21.22,93.75,88.70,GUA,Guatemala,182.63
42.62,"Weeden, Josephine",6,106.42,F,45,182.70,6135,162,,150.83,2822,6.98,MI,128.28,21.53,89.58,85.03,USA,Saline,172.75
43.58,"Novis, Andy C.",121,107.92,M,50,182.70,6136,2663,,151.35,2825,6.98,MA,129.37,21.78,91.48,86.88,USA,Medford,173.07
38.40,"Doyle, Paul A.",86,99.28,M,47,175.00,6137,1406,,142.97,1488,6.68,,121.22,19.05,83.40,79.03,GBR,London,165.47
41.65,"Ewald, Johan",243,103.55,M,44,177.08,6138,1689,,146.55,1788,6.77,,124.92,20.93,87.30,82.80,SWE,Malmo,167.80
44.02,"Slepchenko, Alexander",862,111.70,M,42,193.62,6139,4434,,161.97,4950,7.40,,136.00,22.45,94.52,89.90,RUS,Moscow,184.35
43.23,"Lee, Brian T.",1182,109.30,M,41,202.73,6140,5974,,160.85,7159,7.73,NY,132.30,21.67,91.78,87.03,USA,Ithaca,191.68
43.02,"Raub, Robert",2695,107.17,M,39,194.72,6141,4641,,153.65,5215,7.43,MN,129.45,21.52,90.53,85.92,USA,St. Paul,182.02
45.67,"Zaide, Thomas R.",3649,114.57,M,36,220.27,6142,8776,,169.47,12507,8.42,CA,139.67,22.83,96.60,91.57,USA,Huntington Beach,206.47
43.87,"Tschappat, Bridget L.",1107,112.78,F,37,204.90,6143,1424,,165.67,7786,7.82,CO,138.02,21.88,93.93,88.82,USA,Highlands Ranch,192.80
43.72,"Kendra, John",275,109.00,M,51,192.57,6144,4233,,154.55,4693,7.35,VA,131.58,21.73,91.95,87.17,USA,Arlington,180.85
42.78,"Miller, Thomas",587,106.88,M,44,187.87,6145,3436,,153.60,3719,7.17,MA,130.32,21.38,90.15,85.45,USA,Marshfield Hills,177.57
42.65,"Jonguitud, Vicente",345,107.22,M,40,180.00,6146,2234,,150.17,2364,6.87,,128.73,21.45,90.27,85.53,MEX,Queretaro,170.97
44.65,"Braun, David",3475,111.13,M,36,213.77,6148,7807,,161.93,10455,8.17,CO,135.27,22.58,93.67,88.75,USA,Denver,197.25
45.08,"Chmiel, George Jr.",4185,125.82,M,33,247.22,6149,11774,,195.57,19527,9.43,TX,159.72,21.95,101.72,95.93,USA,Austin,233.05
42.75,"Bergquist, Bjarne",1423,113.15,M,49,213.27,6150,7727,,170.93,10301,8.15,,141.78,21.33,91.28,86.30,SWE,Lulea,200.17
45.20,"Meadows, Rob",1157,113.95,M,42,201.95,6152,5832,,164.58,6936,7.72,VA,138.50,22.78,95.67,90.68,USA,Lansdowne,190.47
43.62,"Deioma, David M",549,109.20,M,44,186.95,6153,3273,,155.10,3533,7.13,CA,132.22,21.93,91.80,86.97,USA,Cotati,177.55
42.68,"Saunders, Benjamin H.",589,109.02,M,40,187.88,6154,3439,,155.17,3722,7.17,CT,132.12,21.17,91.50,86.58,USA,Darien,178.20
44.68,"Gannon, Brian S.",3343,113.40,M,36,209.82,6155,7205,,167.67,9277,8.02,TX,139.15,22.20,95.10,90.12,USA,Austin,196.92
43.92,"Thompson, Becca",539,112.77,F,33,196.37,6156,674,,162.40,5564,7.50,NJ,136.97,21.97,93.73,88.78,USA,Hoboken,186.42
43.15,"Bird, Jessica L.",166,107.68,F,31,184.18,6157,194,,152.25,3073,7.03,IL,129.83,21.62,90.87,86.20,USA,Chicago,174.67
41.92,"Haughey, Joseph W Jr.",94,105.43,M,53,180.52,6158,2319,,148.92,2453,6.90,PA,127.05,20.93,88.72,84.08,USA,Richboro,170.72
41.92,"Benson, Craig",455,105.33,M,42,183.90,6159,2832,,151.47,3020,7.02,VT,128.07,21.18,88.67,84.07,USA,Colchester,174.02
42.63,"Schueftan, Daniel Sr.",590,107.75,M,44,187.92,6160,3443,,154.93,3726,7.18,,130.75,21.07,90.77,85.95,CHI,Santiago,177.68
42.15,"Wostenberg, Eric",2197,105.85,M,37,187.25,6161,3330,,152.37,3596,7.15,CA,128.30,21.10,89.12,84.50,USA,Burbank,176.63
42.75,"Vanwinkle, Jonathan P",2110,107.60,M,36,186.05,6162,3147,,152.80,3392,7.10,GA,129.98,21.50,90.50,85.77,USA,Cartersville,175.70
44.67,"Stevenson, Cheri A",170,115.70,F,41,204.73,6163,1397,,167.98,7726,7.82,UT,142.67,22.55,96.70,91.63,USA,St. George,193.45
44.45,"Finegold, Lynda",79,111.58,F,43,195.98,6164,654,,159.87,5488,7.48,WA,135.53,22.15,93.97,89.10,USA,Wenatchee,184.50
44.43,"Davenport, Michael P",106,113.67,M,55,197.30,6165,5029,,162.47,5751,7.53,IL,137.80,22.03,95.42,90.37,USA,Arlington Heights,186.73
42.28,"Buratto, Lori",17,106.13,F,43,184.30,6167,200,,151.35,3101,7.03,WA,128.60,21.58,89.25,84.60,USA,Spokane Valley,173.93
43.98,"Gillanders, Robert J.",301,109.47,M,45,186.05,6168,3149,,153.87,3394,7.10,DC,131.47,21.77,92.48,87.78,USA,Washington,176.18
43.67,"Bryan, Craig R",685,110.77,M,43,189.85,6169,3757,,156.07,4108,7.25,OH,133.28,21.73,93.27,88.40,USA,Dublin,179.13
44.23,"Magni, Arthur",1375,113.13,M,42,209.97,6170,7240,,168.45,9335,8.02,MA,139.23,21.97,94.28,89.27,USA,Newton,197.57
43.28,"Omann, Amy",191,107.78,F,35,185.38,6172,226,,152.13,3285,7.08,MN,129.57,21.73,91.05,86.32,USA,Chanhassen,175.90
42.77,"Kokta, Victor",536,106.47,M,43,186.47,6173,3209,,152.18,3463,7.12,QC,128.83,21.67,89.68,85.03,CAN,Saint-Laurent,176.07
42.75,"McGuire, Matty J.",2979,107.70,M,39,200.55,6174,5607,,156.57,6589,7.65,NY,131.37,21.58,90.15,85.43,USA,Niagara Falls,185.73
49.53,"Hurtado, Guillermo Jr.",1684,126.27,M,40,227.42,6175,9649,,183.73,14583,8.68,IL,154.08,24.55,105.55,100.15,USA,Chicago,214.32
44.38,"Angibaud, Laurent D",947,111.18,M,44,195.77,6176,4807,FRA,159.58,5451,7.47,FL,134.90,22.23,93.75,88.85,USA,Gainesville,184.90
42.65,"Dean, Gregg A",233,108.58,M,51,190.28,6177,3834,,155.93,4204,7.27,CO,131.63,21.28,91.13,86.28,USA,Fort Collins,179.95
53.90,"Pokorny, Robert C",1668,136.17,M,53,240.70,6178,11231,,197.28,18234,9.18,OH,166.23,27.12,115.42,108.92,USA,Medina,226.80
45.28,"Flory, Ken",985,115.12,M,45,202.92,6180,6006,,165.12,7210,7.75,MI,139.40,22.28,96.77,91.68,USA,Commerce Twp.,191.80
44.37,"Nielsen, Shaun",1312,114.40,M,42,207.80,6182,6835,,167.43,8619,7.93,UT,139.73,22.03,95.57,90.48,USA,South Jordan,195.38
41.87,"Wahi, Rajeev",1440,104.83,M,38,178.82,6183,1978,,148.07,2094,6.83,CA,126.42,21.07,88.40,83.83,USA,Arcadia,169.28
43.97,"Stanley, Eric S.",2902,110.75,M,35,198.93,6184,5332,,161.07,6178,7.60,WV,134.90,21.97,93.10,88.20,USA,Parkersburg,187.27
44.18,"Agule, Katy",914,113.42,F,26,202.58,6185,1168,,165.10,7110,7.73,MA,138.48,22.05,94.83,89.75,USA,Brighton,191.07
44.50,"Kosteva, John",3526,123.18,M,38,215.42,6186,8057,,176.02,10957,8.22,PA,149.28,21.83,102.37,97.33,USA,Merion Station,203.32
42.50,"Daley, Daniel",2718,108.45,M,39,195.08,6187,4707,CAN,160.73,5302,7.45,MA,133.70,21.42,90.90,86.10,USA,Lynnfield,185.23
42.23,"Naumanen, Urpo",1,106.03,M,65,182.37,6188,2592,,151.15,2750,6.97,,128.40,21.07,89.18,84.63,FIN,Kangasala,172.67
44.53,"Espindola, Samantha M.",283,111.82,F,25,189.57,6189,344,,156.57,4045,7.23,CA,134.08,22.32,94.62,89.77,USA,Santee,179.40
45.85,"Cepeda, Eduardo",1082,114.63,M,41,199.47,6190,5444,,163.02,6328,7.62,TX,138.72,22.70,96.60,91.63,USA,Austin,188.17
42.45,"Phillips, Billy C.",1217,108.62,M,41,204.33,6191,6242,,157.87,7584,7.80,,132.28,21.50,90.95,86.25,IRL,Co. Tipperary,189.03
43.02,"Critchley, John",1025,109.53,M,43,198.23,6192,5187,GBR,159.73,5982,7.57,IL,134.07,21.78,91.38,86.55,USA,Northbrook,187.08
43.30,"Baird, Greg",854,109.23,M,44,193.38,6193,4395,,157.68,4903,7.38,MO,133.03,21.80,91.62,86.82,USA,Chesterfield,182.02
42.28,"Campisi, Jon",506,106.05,M,41,185.58,6194,3089,,151.57,3321,7.08,CA,128.13,21.23,89.35,84.65,USA,San Jose,174.70
44.53,"Sorensen, Jorn P.",970,113.48,M,53,213.93,6195,7834,,169.60,10513,8.17,,141.07,22.25,95.03,89.97,DEN,Kastrup,201.42
42.20,"Sapra, Haresh B",454,106.12,M,49,191.32,6196,3995,,154.52,4399,7.30,IL,128.73,21.40,89.08,84.47,USA,Chicago,180.88
45.97,"Palmer, Kevin T",3821,119.37,M,38,228.83,6197,9835,,178.27,14979,8.73,UT,147.18,22.38,99.62,94.23,USA,Riverton,212.70
42.20,"Boyer, Sebastien",2208,107.32,M,38,187.43,6198,3358,,153.72,3629,7.15,,129.70,20.88,90.30,85.60,FRA,Villegailhenc,176.85
42.02,"Miranda Araujo, Osvaldo",339,105.37,M,40,179.80,6199,2206,USA,148.62,2336,6.87,,126.93,21.07,88.90,84.25,MEX,Mexico City,170.30
43.15,"Cottrell, Anne",18,108.87,F,43,184.90,6200,211,,153.53,3198,7.07,CA,131.22,21.62,91.62,86.87,USA,Saint Helena,175.38
43.38,"Porfirio, Deedra G.",1177,113.12,F,37,205.75,6203,1517,,164.25,8009,7.85,PA,138.07,21.62,94.42,89.42,USA,West Pittston,192.40
43.33,"Pete, Eric M.",691,109.12,M,43,189.90,6204,3770,,156.22,4121,7.25,PA,132.43,21.97,91.77,86.98,USA,Pittsburgh,179.95
42.22,"Ricketts, Duane",444,108.40,M,54,199.18,6205,5383,,159.90,6245,7.60,AL,133.45,20.82,90.40,85.70,USA,Cullman,187.17
43.02,"Valdimarsson, Einar Finnur",842,110.37,M,46,199.98,6206,5536,,164.00,6470,7.63,,136.73,21.52,91.52,86.78,ISL,Hafnarfjordur,189.72
43.75,"Hancock, Chris",566,108.18,M,40,187.40,6207,3353,,153.80,3623,7.15,MA,130.65,22.05,91.47,86.88,USA,Melrose,177.03
45.62,"Buck, Kyle",3619,117.90,M,35,218.77,6208,8557,,175.43,12033,8.35,SC,144.75,22.65,98.35,93.15,USA,Irmo,205.52
42.05,"Snyder, Ross",1884,105.93,M,35,183.25,6209,2723,,149.77,2897,7.00,NJ,127.77,20.95,89.28,84.65,USA,Madison,172.68
44.03,"Gates, Bradley",546,109.50,M,42,186.90,6211,3266,,154.63,3526,7.13,MA,131.83,21.95,92.55,87.73,USA,Danvers,177.08
42.45,"Drosky, Mark A.",232,106.65,M,53,190.23,6212,3827,,153.18,4193,7.27,VA,129.08,21.33,89.72,85.00,USA,Alexandria,177.72
44.18,"Wasvick, Lars",2992,113.28,M,35,201.03,6213,5690,,162.62,6710,7.68,IL,137.17,21.72,95.05,90.03,USA,Chicago,189.30
43.13,"Grant, Clint S.",3604,115.07,M,32,218.15,6214,8474,,173.33,11842,8.33,SC,143.52,21.62,94.53,89.12,USA,Mauldin,205.62
44.33,"Reisman, Michael E",918,112.58,M,47,201.62,6215,5775,,162.50,6848,7.70,PA,136.68,22.08,94.45,89.43,USA,Pottstown,189.67
42.35,"Cerny, Rachel",627,109.38,F,30,198.12,6216,784,,160.05,5953,7.57,CO,133.98,20.95,91.28,86.35,USA,Lafayette,186.42
43.02,"Burton, John A",341,107.33,M,40,179.87,6217,2217,,149.88,2347,6.87,CA,128.73,21.63,90.58,85.92,USA,San Jose,171.02
